transport_,src_conn,dst_conn,source_,destination_,source_hash,destination_hash
iterator_v2: 1174,vertica_writer,vertica_writer,static.geo_info,dm_maker_sandbox.b2b_product_monitoring_tool_v3,6043877432539830984,1874597493371221951
iterator_v2: 104,vertica_writer,vertica_writer,ostrota.loyalty_bonuslog,dm_maker_sandbox.users_bookings,6906078142939254555,5398332846230262396
iterator_v2: 322,vertica_writer,vertica_writer,analytics.sessions,dm_maker_sandbox.google_uac,5891324045777245671,4624213215553160410
iterator_v2: 494,vertica_writer,vertica_writer,ostrota.fidelity_fidelityaccount,dm_maker_sandbox.fidelity_transactions_economics,986520520624062305,4601887301744518733
iterator_v1: 144,vertica_writer,vertica_writer,v_internal.dc_slow_events,monitoring.dc_slow_events,6195331482576975430,8831400418783282764
iterator_v2: 860,vertica_writer,vertica_writer,dm_maker_sandbox.booking_smearing_session_weight,dm_maker_sandbox.booking_session_smearing,8378940573254640952,5106128469430992591
iterator_v2: 1448,vertica_writer,vertica_writer,extranet.hotels_occupancyallotmentplan,dm_maker_sandbox.extranet_rates_data_aggregated_snapshot_v2,6977389712358529872,6230440777443431842
iterator_v2: 192,vertica_writer,vertica_writer,public.otahotel,dm_maker_sandbox.region_otahotels,2731235501928547237,8931273987418985666
iterator_v2: 813,vertica_writer,vertica_writer,analytics.agent_team_history,dm_maker_sandbox.ops_costs_incident_prevention_action_log,4033282795251918280,2184900752376644728
iterator_v2: 655,vertica_writer,vertica_writer,ostrota.promocode_promocampaign,dm_maker_sandbox.cost_of_sale,2581904081472779823,1305463532541503790
iterator_v2: 554,vertica_writer,vertica_writer,public.booking_channels_normal_history,dm_maker_sandbox.booking_channels,2416913409100131894,4617572792066946313
iterator_v2: 1628,vertica_writer,vertica_writer,content.content_otaroomgroupimage,dm_maker_sandbox.content_score,1450397656214744076,8079888646526338105
iterator_v2: 1008,vertica_writer,vertica_writer,analytics.region,dm_maker_sandbox.sales_structure_v11,7349262438846941395,8716538336283408397
iterator_v2: 1235,vertica_writer,vertica_writer,analytics.hit_funnel,dm_maker_sandbox.b2b_registration_form_channel_v11,3146418025069425003,7950228699059023804
iterator_v2: 1048,vertica_writer,vertica_writer,asterisk.cdr_channels,dm_maker_sandbox.precheck_ops_report,8554073396247668363,925337664048340514
iterator_v2: 1615,vertica_writer,vertica_writer,crm.tpp_tpp,dm_maker_sandbox.profit_metric_tpp_v1,1091616005238764353,4720054455229572318
iterator_v2: 1084,vertica_writer,vertica_writer,analytics.hit_funnel,dm_maker_sandbox.b2b_registration_form_channel_v5,3146418025069425003,120110486550762673
iterator_v2: 1511,vertica_writer,vertica_writer,hotcore.hotel_bans_city_ids,dm_maker_sandbox.reprice_competitor_feeds,1958517390616590814,4382342672258910404
iterator_v2: 1350,vertica_writer,vertica_writer,analytics.stat_crm_hotel_priority_data_history,dm_maker_sandbox.stat_crm_hotel_priority_data_v22,6533118964836110561,4027215028054924793
iterator_v2: 1265,vertica_writer,vertica_writer,public.numbers,analytics.cost_marketing,9055113735309895799,234807436032444958
iterator_v2: 853,vertica_writer,vertica_writer,ostrota.payment_payment,dm_maker_sandbox.payota_b2c_v2,6914566885306375067,8699040678553516095
iterator_v2: 325,vertica_writer,vertica_writer,fortemp._public_session_v2,dm_maker_sandbox.booking_channels_for_test,6158746442828247342,4375018632392549657
iterator_v2: 245,vertica_writer,vertica_writer,public.booking,dm_maker_sandbox.booking_channels_smeared_normal,3120000265886404500,6619103988663777741
iterator_v2: 1256,vertica_writer,vertica_writer,analytics.product_sessions,dm_maker_sandbox.b2b_product_metrics_dashboard_br,3502172141479995682,8795927902201545746
iterator_v2: 1421,vertica_writer,vertica_writer,analytics.hotel,analytics.stat_crm_hotel_priority_data,6868892583508641087,4331501471137166184
iterator_v2: 1164,vertica_writer,vertica_writer,ostrota.orders_orderitem,dm_maker_sandbox.booking_process_v2,5396322364307994377,6191132994539713897
iterator_v2: 1444,vertica_writer,vertica_writer,extranet.hotels_rateplan_room_categories_history,dm_maker_sandbox.extranet_rates_data_aggregated_v1,1878862615991913306,5338975614649985970
iterator_v2: 559,vertica_writer,vertica_writer,weblogs2.hc_event,dm_maker_sandbox.sessions_adunits,7147512082231993025,1977831572617053471
iterator_v2: 634,vertica_writer,vertica_writer,public.booking,analytics.attribution_order_hotel_channels,3120000265886404500,2365473365588680476
iterator_v2: 588,vertica_writer,vertica_writer,public.booking,dm_maker_sandbox.cost_fact,3120000265886404500,7115852088957969733
iterator_v2: 896,vertica_writer,vertica_writer,analytics.hotel,dm_maker_sandbox.extranet_availability_metric,6868892583508641087,7162844597329034362
iterator_v2: 176,vertica_writer,vertica_writer,criteo.campaigns,dm_maker_sandbox.cost_per_session_,5203164745720257690,5856656808934267849
iterator_v2: 1197,vertica_writer,vertica_writer,partners.order_metaorder,dm_maker_sandbox.cost_processing_partner_modifier_v2,2910863334397978232,560235098710247821
iterator_v2: 1224,vertica_writer,vertica_writer,analytics.sessions,dm_maker_sandbox.session_multichannel_v2,5891324045777245671,7203057405901270778
iterator_v2: 885,vertica_writer,vertica_writer,analytics.hit_funnel,dm_maker_sandbox.search_destination_V2,3146418025069425003,6841673818904313875
iterator_v2: 514,vertica_writer,vertica_writer,ostrota.fidelity_fidelitysegmentaccount_history,dm_maker_sandbox.fidelity_transactions_economics,7185728997287580883,4601887301744518733
iterator_v2: 447,vertica_writer,vertica_writer,content.chain,dm_maker_sandbox.hotcore_bar_rates_daily_history,5277450833843437643,8231890162155263423
iterator_v2: 1529,vertica_writer,vertica_writer,analytics.order_shipping_type,dm_maker_sandbox.order_channel_level,1214014765428319554,1283938460676103216
iterator_v2: 797,vertica_writer,vertica_writer,partners.stat_orderitem,dm_maker_sandbox.payota_data_v7,306437137060113543,7749095641659141345
iterator_v2: 1489,vertica_writer,vertica_writer,dm_maker_sandbox.supplier_feed_why_not_selling,dm_maker_sandbox.reprice_competitor_feeds,4539127485825147010,4382342672258910404
iterator_v2: 1346,vertica_writer,vertica_writer,analytics.otahotel,dm_maker_sandbox.stat_crm_hotel_priority_data_v2,3294040447945237763,5591318411524406082
iterator_v2: 1548,vertica_writer,vertica_writer,analytics.order_forecast_adjusted,analytics.market_dashboard_source,6737715804542325174,7147701589476598556
iterator_v2: 678,vertica_writer,vertica_writer,analytics.order_base,analytics.rate_abnormally_by_country,9030169330647550503,4135503363515463428
iterator_v2: 1444,vertica_writer,vertica_writer,extranet.hotels_occupancyallotmentplan_history,dm_maker_sandbox.extranet_rates_data_aggregated_v1,2909170193406326584,5338975614649985970
iterator_v2: 497,vertica_writer,vertica_writer,analytics.otahotel,dm_maker_sandbox.hotelpage_show_dashboard_v3,3294040447945237763,1497367268559084270
iterator_v2: 679,vertica_writer,vertica_writer,ostrota.fidelity_fidelitypromise,analytics.order_fidelity,7408874844090017028,707692239259691325
iterator_v2: 1548,vertica_writer,vertica_writer,analytics.region,analytics.market_dashboard_source,7349262438846941395,7147701589476598556
iterator_v2: 280,vertica_writer,vertica_writer,analytics.currency_history,dm_maker_sandbox.metasearch_cost,2302038586775913509,8939763255686406667
iterator_v2: 757,vertica_writer,vertica_writer,analytics.product_sessions,dm_maker_sandbox.booking_channels_v7,3502172141479995682,7075507519179534910
iterator_v2: 1495,vertica_writer,vertica_writer,analytics.upsell,dm_maker_sandbox.market_dashboard,8935801320494058903,5337055765725202896
iterator_v2: 1125,vertica_writer,vertica_writer,mailota.mail_mailhistory_history,dm_maker_sandbox.historical_data_completeness,8661324208313997894,1564456047364042239
iterator_v2: 1166,vertica_writer,vertica_writer,analytics.discrepancy_hunter,dm_maker_sandbox.discrepancy_tool_v2,1444892739809097692,1264559592399663753
iterator_v2: 173,vertica_writer,vertica_writer,criteo.campaigns,dm_maker_sandbox.cost_per_session_,5203164745720257690,5856656808934267849
iterator_v2: 1512,vertica_writer,vertica_writer,public.rate_reprice_kafka,dm_maker_sandbox.reprice_competitor_feeds_dashboard,1112521489017572576,3674777310632345575
iterator_v2: 645,vertica_writer,vertica_writer,analytics.hit_funnel,analytics.inventory_dahsboard_data,3146418025069425003,6411157322223737378
iterator_v2: 1402,vertica_writer,vertica_writer,ostrota.fidelity_fidelityaccount,dm_maker_sandbox.kpis_revenue_multichannel_v2,986520520624062305,6973438888570035406
iterator_v2: 804,vertica_writer,vertica_writer,public.booking_cancellation,dm_maker_sandbox.bandit_iterator_v3,7731680662453010698,4887997113003511603
iterator_v2: 897,vertica_writer,vertica_writer,hotcore.request_otahotel,dm_maker_sandbox.extranet_availability_metric,7388074262137216775,7162844597329034362
iterator_v2: 748,vertica_writer,vertica_writer,analytics.sessions,dm_maker_sandbox.sessions_other_media_test,5891324045777245671,4944166167595674227
iterator_v2: 982,vertica_writer,vertica_writer,analytics.hit_funnel,dm_maker_sandbox.b2b_registration_form_channel_v2,3146418025069425003,7285098710611931265
iterator_v2: 146,vertica_writer,vertica_writer,payota.payment_operation,dm_maker_sandbox.ordergroup_payment,2382695242672419023,6550299109802106085
iterator_v2: 80,vertica_writer,vertica_writer,analytics.sessions,fortemp.branch_postback,5891324045777245671,9029312085060938890
iterator_v2: 1410,vertica_writer,vertica_writer,partners.partners_contractdata,analytics.b2b_contract,2132246231782211631,6999414019231890594
iterator_v2: 970,vertica_writer,vertica_writer,public.booking,rnd.source_incidents_tpp,3120000265886404500,7490623844920338396
iterator_v2: 61,vertica_writer,vertica_writer,dimensions.session_partner,analytics.kpis_attribution_normalized,1843497928859083539,6659212017573164155
iterator_v2: 1323,vertica_writer,vertica_writer,content.content_snapshot_history,dm_maker_sandbox.direct_acquisition_prioritization_snapshot_v3,8729771028252974558,2812802930181469627
iterator_v2: 1009,vertica_writer,vertica_writer,partners.stat_orderitem,dm_maker_sandbox.b2b_market_dashboard,306437137060113543,4662474248087910301
iterator_v2: 1524,vertica_writer,vertica_writer,weblogs2.hc_displays,dm_maker_sandbox.sort_positions_by_hotel,621919377520197102,7005761044151547119
iterator_v2: 917,vertica_writer,vertica_writer,partners.partners_contract,analytics.b2b_sales_manager_desktop,5767082907166327490,7707794144901633935
iterator_v2: 1564,vertica_writer,vertica_writer,analytics.currency_converter,dm_maker_sandbox.direct_supply_actions_cohorts_v1,2726130926009016445,8467711008075720599
iterator_v2: 970,vertica_writer,vertica_writer,analytics.agent_team_history,rnd.source_incidents_tpp,4033282795251918280,7490623844920338396
iterator_v2: 1139,vertica_writer,vertica_writer,globaluser.globaluser_profile_history,dm_maker_sandbox.historical_data_completeness,1784908729553567117,1564456047364042239
iterator_v2: 837,vertica_writer,vertica_writer,static.smearing_channels_excluded,dm_maker_sandbox.booking_smearing_session_weight,2211850415045728178,8378940573254640952
iterator_v2: 696,vertica_writer,vertica_writer,analytics.hit_funnel,dm_maker_sandbox.web_analytics_monitoring_domain_uid_v2,3146418025069425003,327355273034134161
iterator_v2: 1264,vertica_writer,vertica_writer,partners.order_metaorder,dm_maker_sandbox.b2b_market_dashboard_v4,2910863334397978232,2117084148280506060
iterator_v2: 1475,vertica_writer,vertica_writer,intranet.ostrovok_users,dm_maker_sandbox.etg_structure_snapshot,2839329741707160271,487015569450578774
iterator_v2: 1149,vertica_writer,vertica_writer,ostrota.orders_orderitem,dm_maker_sandbox.order_extra_profit_override_v5,5396322364307994377,4525401626175405787
iterator_v2: 1239,vertica_writer,vertica_writer,partners.partners_contract,dm_maker_sandbox.b2b_product_tab,5767082907166327490,1796956207315007005
iterator_v2: 1247,vertica_writer,vertica_writer,analytics.order_commission,analytics.order_forecast_adjusted,7305274796731746569,6737715804542325174
iterator_v2: 1123,vertica_writer,vertica_writer,ostrota.fidelity_fidelityaccounttype_history,dm_maker_sandbox.historical_data_completeness,3814462039108710009,1564456047364042239
iterator_v2: 1661,vertica_writer,vertica_writer,ostrota.accounts_profile,dm_maker_sandbox.test_subscription_events_count,792612316529020983,4150902773543498831
iterator_v1: 131,vertica_writer,vertica_writer,hotcore.metarates_daily_e,analytics.metarate_winrates_new,2243134459613803564,4324821120967930611
iterator_v2: 1443,vertica_writer,vertica_writer,analytics.attribution_order_hotel_channels,dm_maker_sandbox.attribution_proportion_smearing_test4,2365473365588680476,5346809424098393224
iterator_v2: 1161,vertica_writer,vertica_writer,weblogs2.hit_funnel_rate,dm_maker_sandbox.hotelpage_show_dashboard_data_v2,5250396001586589285,5844351497714771790
iterator_v2: 1401,vertica_writer,vertica_writer,analytics.otahotel,dm_maker_sandbox.direct_supply_actions_cohorts,3294040447945237763,6045943085615682139
iterator_v2: 903,vertica_writer,vertica_writer,public.booking,dm_maker_sandbox.extranet_availability_metric,3120000265886404500,7162844597329034362
iterator_v2: 712,vertica_writer,vertica_writer,partners.partners_partner,dm_maker_sandbox.partners_looks_chain,3457492960342642988,2654560944910036861
iterator_v2: 940,vertica_writer,vertica_writer,analytics.order_base,dm_maker_sandbox.fraudulent_orders,9030169330647550503,6004233273639935642
iterator_v2: 845,vertica_writer,vertica_writer,hotcore.request_source,dm_maker_sandbox.b2b_api_hotel_page_request_v3,2554235805754728406,5902987177980335235
iterator_v2: 1131,vertica_writer,vertica_writer,partners.b2b_b2bordergrouplog,dm_maker_sandbox.historical_data_completeness,706571269702915322,1564456047364042239
iterator_v2: 903,vertica_writer,vertica_writer,hotcore.request,dm_maker_sandbox.extranet_availability_metric,7886053983897549315,7162844597329034362
iterator_v2: 1527,vertica_writer,vertica_writer,asterisk.countries,dm_maker_sandbox.opscost_attribution_actions,8876218265725286079,9057526886708264030
iterator_v2: 975,vertica_writer,vertica_writer,partners.partners_contractdata,dm_maker_sandbox.b2b_partner_credit_risk,2132246231782211631,7618825696526860547
iterator_v2: 1516,vertica_writer,vertica_writer,crm.tickets_ticket,dm_maker_sandbox.opscost_attribution_actions,8081032429768298919,9057526886708264030
iterator_v2: 199,vertica_writer,vertica_writer,analytics.sessions,dm_maker_sandbox.b2c_markup,5891324045777245671,4241350443490879288
iterator_v2: 517,vertica_writer,vertica_writer,media.report_clicktripz_daily,dm_maker_sandbox.ctz_sessions_revenue,528368596270954511,5238001691752730299
iterator_v2: 1657,vertica_writer,vertica_writer,diadmin.marketing_attributionlevelsproperties,dm_maker_sandbox.sessions_overwrite_last_non_direct,3195838111517078027,8248267901641618108
iterator_v2: 833,vertica_writer,vertica_writer,static_gis2.gis_region,dm_maker_sandbox.region_v2,5544125383283762601,2291912338366141559
iterator_v2: 1410,vertica_writer,vertica_writer,partners.b2b_creditlimitlog,analytics.b2b_contract,6512071497808500711,6999414019231890594
iterator_v2: 1482,vertica_writer,vertica_writer,extranet.hotels_hoteltype,dm_maker_sandbox.incidents_prototype_table,3527532605009524934,5952419726623528711
iterator_v2: 587,vertica_writer,vertica_writer,rin.ripe,analytics.hit_funnel_bot,2312112901009206861,6508043592281212281
iterator_v2: 1514,vertica_writer,vertica_writer,hotcore.hotel_bans_source_tags,dm_maker_sandbox.reprice_competitor_feeds_dashboard,239824986691411175,3674777310632345575
iterator_v2: 222,vertica_writer,vertica_writer,weblogs2.sessions_sem_parsed_from,dm_maker_sandbox.sem_type,384162073860520610,5457901441610003897
iterator_v2: 506,vertica_writer,vertica_writer,analytics.hit_funnel,dm_maker_sandbox.matching_dashboard_data,3146418025069425003,1082574191113640884
iterator_v2: 297,vertica_writer,vertica_writer,analytics.sessions,dm_maker_sandbox.google_uac,5891324045777245671,4624213215553160410
iterator_v2: 1246,vertica_writer,vertica_writer,analytics.hit_funnel,dm_maker_sandbox.blog_article_economics_v2,3146418025069425003,2574828946774360074
iterator_v2: 1492,vertica_writer,vertica_writer,hotcore.hotel_bans_booking_windows,dm_maker_sandbox.reprice_competitor_feeds,1182969856033858607,4382342672258910404
iterator_v2: 1111,vertica_writer,vertica_writer,ostrota.auth_user,dm_maker_sandbox.order_test_1,653827730281830538,5690553373837393543
iterator_v2: 1174,vertica_writer,vertica_writer,cltv.user_understanding_v2,dm_maker_sandbox.b2b_product_monitoring_tool_v3,589277608139569438,1874597493371221951
iterator_v2: 1659,vertica_writer,vertica_writer,extranet.hotels_photoschangehistory,dm_maker_sandbox.apart_fraud_photo,7897362353360223922,7104065790523082561
iterator_v2: 972,vertica_writer,vertica_writer,analytics.b2b_partner_portrait,dm_maker_sandbox.b2b_registration_form_channel,297875280344056040,1846132642390272849
iterator_v2: 1195,vertica_writer,vertica_writer,static.booking_channel_source,dm_maker_sandbox.attribution_order_hotel_channels_test,5779331093586749438,8500345567852636501
iterator_v1: 122,vertica_writer,vertica_writer,criteo.cost_per_session,fortemp.cpc_cost,4886723738066633761,8415030744919671472
iterator_v2: 393,vertica_writer,vertica_writer,metasearch.tripadvisor_cpa_markets,analytics_sandbox.metasearch_cost_20190530,8662598678478340318,9220003686816873818
iterator_v2: 1447,vertica_writer,vertica_writer,extranet.hotels_rateplantag,dm_maker_sandbox.extranet_rates_data_aggregated_snapshot_v2,8837270680056712667,6230440777443431842
iterator_v2: 1167,vertica_writer,vertica_writer,analytics.hit_funnel,dm_maker_sandbox.b2b_registration_form_channel_v6,3146418025069425003,8584611265011474258
iterator_v2: 1587,vertica_writer,vertica_writer,payota.payment_log,dm_maker_sandbox.booking_process,3577494479374805065,2894758935161099768
iterator_v2: 718,vertica_writer,vertica_writer,google_spreadsheet.ws_actual_payments_transfer_to_deposits,dm_maker_sandbox.tpp_payments_test_11_09_2020,2719596702692859440,2061197761347830555
iterator_v2: 1013,vertica_writer,vertica_writer,hotcore.hotel_bans_source_tags,dm_maker_sandbox.tpp_feedmanager_source,239824986691411175,853580693082059231
iterator_v2: 222,vertica_writer,vertica_writer,google_spreadsheet.sem_arbitrage,dm_maker_sandbox.sem_type,6076885996453260363,5457901441610003897
iterator_v2: 1224,vertica_writer,vertica_writer,analytics.rebook,dm_maker_sandbox.session_multichannel_v2,2599947765634088999,7203057405901270778
iterator_v2: 1461,vertica_writer,vertica_writer,crm.override_relatedobject,dm_maker_sandbox.override_price_modificator,3294786096035491680,7631225509935231601
iterator_v2: 1273,vertica_writer,vertica_writer,analytics.attribution_order_hotel_channels,dm_maker_sandbox.blog_article_economics_v6,2365473365588680476,5458486315191705825
iterator_v2: 383,vertica_writer,vertica_writer,public.booking,dm_maker_sandbox.canc_model,3120000265886404500,6590189079757545226
iterator_v2: 1099,vertica_writer,vertica_writer,hotcore.hotel_bans_los_series,dm_maker_sandbox.supplier_why_not_selling_dashboard_data,714209869652129278,732247977143287227
iterator_v2: 866,vertica_writer,vertica_writer,analytics.sessions,dm_maker_sandbox.search_destination,5891324045777245671,6212888149096844884
iterator_v2: 321,vertica_writer,vertica_writer,public.region,dm_maker_sandbox.metasearch_cost,4143286934503637128,8939763255686406667
iterator_v2: 641,vertica_writer,vertica_writer,media.report_clicktripz_daily,dm_maker_sandbox.sessions_clicktripz,528368596270954511,5446877166321822787
iterator_v2: 744,vertica_writer,vertica_writer,crm.confirmation2_history,dm_maker_sandbox.precheck_cost_model_costs,2646513732457697145,2961565592033792403
iterator_v2: 1042,vertica_writer,vertica_writer,extranet.availability,dm_maker_sandbox.extranet_availability_metric_serp,7989126750320460474,6660917474740344853
iterator_v2: 1020,vertica_writer,vertica_writer,extranet.availability,dm_maker_sandbox.extranet_availability_metric_v2,7989126750320460474,2406377592864250461
iterator_v2: 174,vertica_writer,vertica_writer,mobile.facebook_reports,dm_maker_sandbox.facebook_cost_per_session_,1311258778957599605,5463106861978120752
iterator_v2: 1012,vertica_writer,vertica_writer,diadmin.marketing_costtype,analytics.cost_marketing,8122308666211354840,234807436032444958
iterator_v2: 445,vertica_writer,vertica_writer,static_gis2.gis_region,analytics.potential_visa_metrics,5544125383283762601,1854221997060657705
iterator_v2: 1571,vertica_writer,vertica_writer,partners.partners_contract,dm_maker_sandbox.transfer_order_v2,5767082907166327490,3358192814760971801
iterator_v2: 140,vertica_writer,vertica_writer,partners.partners_contract,analytics.potential_b2b_metrics,5767082907166327490,3288640377425603706
iterator_v2: 946,vertica_writer,vertica_writer,static.brand_name,analytics.cost_marketing,5217159817453279837,234807436032444958
iterator_v2: 205,vertica_writer,vertica_writer,analytics.sessions,dm_maker_sandbox.b2c_markup,5891324045777245671,4241350443490879288
iterator_v2: 443,vertica_writer,vertica_writer,public.booking,dm_maker_sandbox.potential_visa_metrics,3120000265886404500,5840545503096915888
iterator_v2: 753,vertica_writer,vertica_writer,dimensions.session_channel_level,analytics.cost_seo,8164071608209403248,4805384966271058336
iterator_v2: 695,vertica_writer,vertica_writer,analytics.sessions,dm_maker_sandbox.web_analytics_monitoring_domain_uid,5891324045777245671,1774151575942431512
iterator_v2: 402,vertica_writer,vertica_writer,public.booking_history,dm_maker_sandbox.booking2user_stats,840966878362481736,7222574392967962973
iterator_v2: 1560,vertica_writer,vertica_writer,analytics.currency_converter,dm_maker_sandbox.direct_supply_actions_cohorts_v1,2726130926009016445,8467711008075720599
iterator_v2: 237,vertica_writer,vertica_writer,weblogs2.sessions_sem_parsed_from,dm_maker_sandbox.sem_type_v2,384162073860520610,44559660054087426
iterator_v2: 556,vertica_writer,vertica_writer,content.content_snapshot,dm_maker_sandbox.matching_dashboard_data,5098012807062656926,1082574191113640884
iterator_v2: 320,vertica_writer,vertica_writer,metasearch.taxation,dm_maker_sandbox.estimated_cpa,5355645715358471008,1317243936918184160
iterator_v2: 673,vertica_writer,vertica_writer,ostrota.fidelity_fidelitytransaction,dm_maker_sandbox.booking_base,8787871124581429233,2674655571109751406
iterator_v2: 1487,vertica_writer,vertica_writer,extranet.hotels_hoteltype,analytics.incidents_prototype_table,3527532605009524934,4538759372389846170
iterator_v2: 873,vertica_writer,vertica_writer,hotcore.request_otahotel,dm_maker_sandbox.b2b_api_hotel_page_request_v4,7388074262137216775,2808613421421012956
iterator_v2: 285,vertica_writer,vertica_writer,metasearch.reports_tripadvisor_pixel_conversions,dm_maker_sandbox.metasearch_cost,6435013644452652644,8939763255686406667
iterator_v2: 363,vertica_writer,vertica_writer,actualize.order_metaorder_item,actualize.payment_b2b,1676273306219934461,2830022106865296068
iterator_v2: 1618,vertica_writer,vertica_writer,hotcore.hotel_bans_otahotels,dm_maker_sandbox.pricing_bar_based_modifiers_b2c_snapshot_v2,7007855741304496150,5252639234052407992
iterator_v2: 1565,vertica_writer,vertica_writer,crm.tickets_refund,dm_maker_sandbox.tpp_balance_order_base,3500721460607502541,6896862783426207308
iterator_v2: 935,vertica_writer,vertica_writer,hotcore.suppliers_connection_history,dm_maker_sandbox.tpp_feed_status_monitor,2042688619477226474,3441223747201314631
iterator_v1: 4,vertica_writer,vertica_writer,weblogs2.hc_displays,analytics.hotcore_request_property,621919377520197102,4603006938395260009
iterator_v2: 31,vertica_writer,vertica_writer,analytics.sessions,analytics.kpis_cpc_costs,5891324045777245671,6324624611058481178
iterator_v2: 592,vertica_writer,vertica_writer,analytics.supplier_otahotel_pricing_history,dm_maker_sandbox.uniue_hotels_by_provider,3010956096763644081,4587654859837146202
iterator_v2: 731,vertica_writer,vertica_writer,diadmin.marketing_costtype,analytics.cost_b2b,8122308666211354840,4632566778886322921
iterator_v2: 1643,vertica_writer,vertica_writer,analytics_sandbox.bcom_rates_daily_v3_20230901,dm_maker_sandbox.bcom_rates_hotel_supply_metrics,7063175326437955175,4623488079041708766
iterator_v2: 1265,vertica_writer,vertica_writer,analytics.currency_history,analytics.cost_marketing,2302038586775913509,234807436032444958
iterator_v2: 1231,vertica_writer,vertica_writer,analytics.currency_converter,dm_maker_sandbox.session_multichannel_v2,2726130926009016445,7203057405901270778
iterator_v2: 479,vertica_writer,vertica_writer,analytics.hit_funnel,dm_maker_sandbox.blog_sessions,3146418025069425003,6206886801883999817
iterator_v2: 751,vertica_writer,vertica_writer,public.booking_cancellation,dm_maker_sandbox.session_multichannel,7731680662453010698,5077351583971281906
iterator_v2: 1043,vertica_writer,vertica_writer,extranet.availability,dm_maker_sandbox.extranet_availability_metric_serp,7989126750320460474,6660917474740344853
iterator_v2: 1265,vertica_writer,vertica_writer,diadmin.marketing_costtype,analytics.cost_marketing,8122308666211354840,234807436032444958
iterator_v2: 1634,vertica_writer,vertica_writer,analytics.hit_funnel,dm_maker_sandbox.sort_positions_by_hotel_for_ab,3146418025069425003,414323219274124575
iterator_v2: 1085,vertica_writer,vertica_writer,public.booking_history,dm_maker_sandbox.cancellation_dashboard_net_bookings_daily_val_utc,840966878362481736,6037984288234761414
iterator_v2: 515,vertica_writer,vertica_writer,public.booking_cancellation,dm_maker_sandbox.fidelity_transactions_economics,7731680662453010698,4601887301744518733
iterator_v2: 787,vertica_writer,vertica_writer,partners.order_metaorder,dm_maker_sandbox.payota_data_v4,2910863334397978232,3914428840394312979
iterator_v2: 1571,vertica_writer,vertica_writer,avia.avia_booking,dm_maker_sandbox.transfer_order_v2,485171036997874651,3358192814760971801
iterator_v2: 1126,vertica_writer,vertica_writer,ppc.yandex_adgroup,dm_maker_sandbox.historical_data_completeness,5919482215802923724,1564456047364042239
iterator_v2: 1653,vertica_writer,vertica_writer,partners.partners_profile,dm_maker_sandbox.pricing_b2b_bce_experiment_hotels,2438976303386323791,8612276003392787450
iterator_v2: 1393,vertica_writer,vertica_writer,analytics.ota_users,analytics.b2b_last_login,8672093173837700470,6301307903458684680
iterator_v2: 737,vertica_writer,vertica_writer,public.booking,dm_maker_sandbox.cost_processing_partner_modifier,3120000265886404500,5489034716512455088
iterator_v2: 439,vertica_writer,vertica_writer,analytics.ticket,rnd.source_incidents_tpp,9084494713513446025,7490623844920338396
iterator_v2: 1534,vertica_writer,vertica_writer,content.content_snapshot,dm_maker_sandbox.hotel_data_crm_new,5098012807062656926,2528354511157601299
iterator_v1: 89,vertica_writer,vertica_writer,public.orderlog,analytics.order_failed_step,5897854166476394446,3151256602843578156
iterator_v2: 169,vertica_writer,vertica_writer,mobile.facebook_reports,dm_maker_sandbox.facebook_cost_per_session,1311258778957599605,1545318456812069128
iterator_v2: 1204,vertica_writer,vertica_writer,static.booking_channel_source,analytics.attribution_order_hotel_channels,5779331093586749438,2365473365588680476
iterator_v2: 1175,vertica_writer,vertica_writer,analytics.hit_funnel,dm_maker_sandbox.filters_in_searches_daily_v3,3146418025069425003,4104956115533117781
iterator_v2: 1238,vertica_writer,vertica_writer,analytics.otahotel,dm_maker_sandbox.ek_partners_data,3294040447945237763,2347700191989635762
iterator_v2: 938,vertica_writer,vertica_writer,partners.partners_profile,dm_maker_sandbox.fraudulent_orders,2438976303386323791,6004233273639935642
iterator_v2: 880,vertica_writer,vertica_writer,analytics.currency_history,analytics.cost_marketing,2302038586775913509,234807436032444958
iterator_v2: 1562,vertica_writer,vertica_writer,crm.action_log_actionlogsubject,dm_maker_sandbox.direct_supply_actions_cohorts_v1,1766133563730502374,8467711008075720599
iterator_v1: 113,vertica_writer,vertica_writer,analytics.currency_converter,fortemp.test_agg,2726130926009016445,4096887722004889025
iterator_v2: 1420,vertica_writer,vertica_writer,antifraud.fraudulent_orders,dm_maker_sandbox.order_descriptive_attributes_v12,3723766020496614965,1954875456524995990
iterator_v2: 970,vertica_writer,vertica_writer,analytics.ticket,rnd.source_incidents_tpp,9084494713513446025,7490623844920338396
iterator_v1: 97,vertica_writer,vertica_writer,metasearch.dapi_clicklog,metasearch.dapi_session_cost,3506764016704715509,6844682818578100185
iterator_v2: 1292,vertica_writer,vertica_writer,partners.partners_contractdata,dm_maker_sandbox.too_many_cards_overpay,2132246231782211631,3754995236471893633
iterator_v2: 1226,vertica_writer,vertica_writer,partners.stat_orderitem,analytics.b2b_partner_credit_risk,306437137060113543,4076546276704695961
iterator_v2: 538,vertica_writer,vertica_writer,public.booking,dm_maker_sandbox.ctz_sessions_revenue,3120000265886404500,5238001691752730299
iterator_v2: 747,vertica_writer,vertica_writer,asterisk.agent,dm_maker_sandbox.precheck_cost_model_action_log,9124863967523760237,5426052345609195459
